admission_grade,tuition_up_to_date,scholarship_holder,age,gender,approved_sem1,grade_sem1,approved_sem2,grade_sem2,target
121.3,1,0,32,0,11,13.454545454545457,7,12.428571428571429,Graduate
133.3,1,1,17,0,8,13.41625,8,13.41625,Graduate
110.5,1,0,31,0,0,0.0,0,0.0,Dropout
102.5,1,1,32,0,6,11.333333333333334,5,13.0,Graduate
150.9,1,0,18,0,6,16.0,6,14.625,Dropout
106.6,1,0,31,0,5,11.0,6,10.166666666666666,Enrolled
118.3,1,0,20,1,6,12.857142857142858,5,12.4,Enrolled
117.9,0,0,40,1,0,0.0,0,0.0,Dropout
135.0,1,0,32,1,5,14.8,5,14.2,Graduate
120.0,0,0,40,1,1,13.0,2,14.0,Dropout
167.1,1,1,18,1,0,0.0,0,0.0,Graduate
115.8,0,0,28,1,4,10.0,1,10.0,Dropout
141.2,1,0,19,1,5,11.2,6,12.0,Graduate
118.4,1,1,19,1,6,11.833333333333334,3,13.0,Graduate
134.3,1,0,21,1,0,0.0,0,0.0,Dropout
128.7,1,0,22,1,2,10.5,0,0.0,Dropout
116.1,0,0,18,1,5,12.5,5,13.571428571428571,Dropout
100.0,1,0,27,1,0,0.0,0,0.0,Dropout
118.8,1,0,19,1,5,11.0,2,10.0,Enrolled
130.0,1,0,30,1,9,12.333333333333334,8,12.0,Graduate
150.0,1,0,28,1,0,0.0,1,10.0,Dropout
116.0,1,1,34,1,1,17.0,2,11.0,Enrolled
99.0,1,0,21,1,5,11.0,3,11.428571428571429,Enrolled
132.0,1,1,20,1,5,11.142857142857142,6,11.571428571428571,Graduate
125.0,0,0,31,1,5,12.166666666666666,5,12.0,Dropout
116.2,0,0,21,1,2,11.0,2,11.5,Dropout
100.0,0,0,27,1,1,11.0,3,10.666666666666666,Dropout
132.9,1,0,19,1,4,13.25,5,11.8,Graduate
132.5,1,0,21,1,0,0.0,1,10.0,Enrolled
140.0,0,0,21,1,2,12.5,0,0.0,Dropout
100.1,0,0,35,1,7,12.142857142857142,4,12.25,Dropout
128.2,1,0,28,1,3,12.0,3,11.333333333333334,Dropout
133.4,1,0,24,1,4,11.25,4,10.428571428571429,Enrolled
136.1,0,0,19,1,0,0.0,0,0.0,Dropout
123.0,0,0,20,1,5,12.4,4,13.0,Enrolled
130.3,1,1,20,1,6,12.833333333333334,6,12.666666666666666,Graduate
153.7,1,0,19,1,1,13.0,2,10.0,Enrolled
142.5,0,0,37,1,5,12.0,3,11.666666666666666,Dropout
114.6,1,0,19,1,2,12.0,1,13.0,Dropout
108.5,1,0,36,1,0,0.0,0,0.0,Dropout
140.0,1,0,29,1,0,0.0,0,0.0,Dropout
120.0,1,0,30,1,6,11.375,5,11.6,Graduate
120.0,1,0,32,1,2,12.0,0,0.0,Dropout
127.6,1,0,26,1,6,11.833333333333334,6,11.666666666666666,Enrolled
140.0,1,0,37,1,1,12.0,2,10.5,Dropout
111.3,1,0,27,1,3,12.0,2,11.0,Dropout
131.0,1,1,18,1,6,12.714285714285714,5,11.833333333333334,Graduate
139.5,1,1,18,1,8,15.3,8,15.3,Graduate
110.0,0,0,32,1,2,11.5,0,0.0,Dropout
130.0,1,0,20,1,1,13.0,3,12.6,Enrolled
115.0,1,0,22,1,0,0.0,0,0.0,Dropout
154.3,1,0,32,0,0,0.0,0,0.0,Dropout
135.0,1,0,21,0,4,11.0,5,12.0,Enrolled
115.2,0,0,19,0,3,12.666666666666666,5,13.125,Dropout
130.6,1,1,18,0,6,13.5,6,14.0,Graduate
117.4,1,1,18,0,5,12.0,5,11.4,Graduate
150.0,0,0,38,0,0,0.0,0,0.0,Dropout
131.3,1,0,21,0,5,11.8,4,10.5,Dropout
120.4,0,0,21,0,2,11.5,1,13.0,Dropout
113.6,1,0,26,1,2,11.5,3,12.0,Enrolled
125.0,1,0,19,0,6,14.616666666666667,6,14.616666666666667,Graduate
132.3,1,1,19,0,7,14.06,7,14.06,Enrolled
142.7,1,0,18,0,4,11.0,3,11.333333333333334,Dropout
130.0,1,0,25,0,0,0.0,0,0.0,Dropout
120.8,1,0,19,0,7,12.192307692307692,7,12.192307692307692,Graduate
130.3,1,1,18,0,6,12.833333333333334,6,12.333333333333334,Graduate
119.9,1,1,19,0,5,12.875,5,11.833333333333334,Graduate
110.5,1,1,22,0,6,12.166666666666666,6,12.5,Graduate
160.0,1,0,21,0,6,13.428571428571429,6,12.857142857142858,Graduate
118.6,1,1,21,0,6,14.5,6,14.666666666666666,Graduate
112.3,1,1,20,0,7,12.142857142857142,7,12.857142857142858,Graduate
124.4,1,0,19,0,4,11.25,3,11.714285714285714,Enrolled
125.0,1,0,18,0,6,13.9,6,13.9,Graduate
105.8,1,0,26,0,3,13.766666666666666,3,12.066666666666668,Dropout
121.5,1,0,31,0,13,11.615384615384617,11,12.545454545454543,Dropout
134.2,1,1,18,0,6,15.166666666666666,6,14.142857142857142,Graduate
130.0,1,0,35,0,0,0.0,0,0.0,Dropout
122.8,1,0,19,0,2,14.5,3,11.333333333333334,Enrolled
108.7,1,1,19,0,5,10.8,6,10.714285714285714,Graduate
136.7,1,0,18,0,7,13.995714285714287,8,14.955555555555556,Graduate
119.1,1,0,20,0,6,13.285714285714286,6,11.8,Graduate
151.3,1,1,19,0,12,12.75,11,13.25,Graduate
108.3,1,1,21,0,2,10.5,5,12.4,Enrolled
127.4,1,1,18,0,7,12.714285714285714,7,12.285714285714286,Graduate
124.0,1,0,23,0,8,12.88625,8,12.88625,Graduate
155.0,1,1,21,0,5,13.0,6,12.666666666666666,Graduate
114.0,1,1,19,0,5,12.2,5,11.2,Graduate
118.9,1,0,19,0,4,12.8,3,14.5,Enrolled
160.0,1,0,20,0,11,13.785714285714286,9,13.88888888888889,Graduate
126.1,1,0,18,0,0,0.0,4,13.25,Enrolled
136.5,1,1,18,0,8,14.50125,8,14.50125,Graduate
122.3,1,0,19,0,6,14.35,6,14.35,Graduate
128.0,1,1,21,0,6,11.5,6,12.333333333333334,Graduate
156.5,1,1,18,0,6,11.714285714285714,6,14.666666666666666,Graduate
125.7,1,0,20,0,6,13.571428571428571,5,13.6,Enrolled
143.0,1,0,18,0,5,13.0,6,13.666666666666666,Graduate
131.9,1,1,18,0,7,13.56875,8,14.02625,Graduate
113.7,1,0,32,0,5,10.2,4,11.25,Enrolled
155.1,1,0,18,0,0,0.0,0,0.0,Graduate
121.1,1,0,19,0,5,12.2,5,11.8,Enrolled
130.3,1,1,18,0,8,14.15375,8,14.15375,Graduate
123.3,0,0,18,0,0,0.0,0,0.0,Dropout
117.4,1,0,20,0,6,13.833333333333334,6,12.833333333333334,Graduate
140.3,1,0,19,0,6,13.428571428571429,4,14.0,Enrolled
120.0,1,0,19,0,7,12.454285714285716,7,12.454285714285716,Graduate
133.4,1,0,18,0,1,11.0,0,0.0,Enrolled
126.7,1,0,18,0,0,0.0,0,0.0,Dropout
129.3,1,1,18,0,6,13.271666666666668,7,12.94375,Graduate
125.7,1,0,20,0,6,13.548333333333334,6,14.775,Enrolled
144.8,1,0,19,0,6,12.166666666666666,6,12.5,Enrolled
98.6,1,0,21,0,2,11.0,0,0.0,Dropout
126.9,1,1,19,0,7,13.285714285714286,7,14.428571428571429,Graduate
146.7,1,1,20,0,6,13.333333333333334,6,14.0,Graduate
117.0,1,1,21,0,8,13.2575,8,13.2575,Graduate
130.0,1,0,23,0,0,0.0,0,0.0,Dropout
125.8,0,1,18,0,6,12.666666666666666,2,11.5,Dropout
160.0,1,0,30,0,5,14.6,5,15.4,Dropout
134.2,1,0,20,0,0,0.0,0,0.0,Dropout
96.0,0,0,29,0,3,12.333333333333334,0,0.0,Dropout
101.8,1,0,24,0,5,10.8,2,11.0,Enrolled
125.2,1,0,20,0,6,11.666666666666666,6,11.333333333333334,Graduate
100.0,1,0,27,0,4,12.5,6,14.333333333333334,Dropout
140.0,1,0,23,0,0,0.0,0,0.0,Dropout
120.0,1,1,23,0,6,15.333333333333334,6,14.166666666666666,Graduate
134.3,1,0,18,0,7,14.2,7,14.2,Graduate
144.7,1,1,19,0,6,14.833333333333334,6,14.666666666666666,Graduate
131.9,1,0,19,0,7,13.642857142857142,8,14.3875,Dropout
136.7,1,1,18,0,6,13.833333333333334,6,14.0,Dropout
129.8,1,0,19,0,6,11.833333333333334,6,13.0,Graduate
146.5,1,1,18,0,6,13.428571428571429,6,13.5,Graduate
122.5,1,0,29,0,8,10.5,9,10.333333333333334,Enrolled
117.8,1,0,24,0,6,11.416666666666666,8,11.9625,Graduate
106.0,1,0,19,0,2,12.75,2,11.0,Dropout
119.0,1,0,19,0,6,11.15,7,12.814285714285717,Enrolled
115.1,1,0,19,0,3,11.666666666666666,5,13.625,Enrolled
116.9,1,0,20,0,6,11.5,5,12.4,Graduate
141.7,1,0,18,0,6,13.833333333333334,6,12.666666666666666,Graduate
127.7,0,0,18,0,6,11.714285714285714,4,11.333333333333334,Dropout
122.1,1,1,19,0,7,11.678571428571429,7,13.0375,Graduate
153.5,1,0,19,0,6,15.714285714285714,6,14.666666666666666,Dropout
141.4,1,1,18,0,0,0.0,0,0.0,Graduate
135.8,1,1,19,0,6,13.0,6,13.0,Graduate
127.5,1,1,18,0,7,14.485714285714286,8,14.58888888888889,Graduate
151.6,1,0,24,0,5,12.285714285714286,5,12.125,Enrolled
121.4,1,0,28,0,4,13.375,5,13.5,Enrolled
100.0,1,0,20,0,7,11.571428571428571,7,11.571428571428571,Graduate
131.5,1,1,19,0,7,12.657142857142857,7,12.657142857142857,Graduate
109.3,0,0,22,0,2,10.0,1,10.0,Dropout
127.9,1,0,19,0,6,13.714285714285714,6,13.166666666666666,Graduate
140.0,1,0,36,0,13,13.071428571428571,11,13.0,Graduate
160.0,1,1,19,0,6,15.333333333333334,6,14.0,Graduate
119.8,1,0,18,0,5,11.571428571428571,6,12.142857142857142,Graduate
153.0,0,0,40,0,0,0.0,0,0.0,Dropout
125.0,1,1,19,0,6,12.9,6,12.9,Graduate
103.7,1,0,38,0,5,13.126,5,13.126,Enrolled
120.0,1,0,32,0,4,11.5,3,11.666666666666666,Dropout
146.0,1,0,19,0,3,10.333333333333334,5,11.8,Enrolled
116.9,1,0,19,0,6,13.5,6,13.428571428571429,Graduate
117.9,1,0,35,0,0,0.0,0,0.0,Dropout
128.6,1,0,20,0,4,12.0,2,11.5,Enrolled
135.0,1,0,29,0,7,11.142857142857142,8,11.375,Graduate
124.6,1,0,29,0,5,11.4,4,10.25,Enrolled
124.0,1,1,19,0,7,12.771428571428572,7,12.771428571428572,Enrolled
129.5,1,1,18,0,7,13.79857142857143,7,13.79857142857143,Graduate
111.3,0,0,25,0,6,13.333333333333334,6,13.5,Graduate
95.0,0,0,50,0,0,0.0,0,0.0,Dropout
131.8,1,0,24,0,14,11.357142857142858,13,12.846153846153848,Dropout
119.1,1,0,18,0,0,0.0,0,0.0,Dropout
125.4,1,0,20,0,6,15.692307692307692,5,14.428571428571429,Graduate
140.7,1,1,20,0,18,15.052631578947368,13,14.538461538461538,Graduate
131.9,1,0,21,0,6,11.5,5,12.4,Dropout
124.0,1,0,28,1,7,11.0,1,10.0,Enrolled
139.2,1,1,19,1,6,13.0,6,13.166666666666666,Graduate
121.8,1,1,18,1,8,12.93875,8,12.93875,Graduate
132.9,1,0,22,1,0,0.0,0,0.0,Graduate
130.0,1,0,25,1,0,0.0,0,0.0,Dropout
130.1,0,0,37,1,5,13.0,5,12.88,Dropout
124.5,0,0,38,1,5,12.18,4,11.8125,Dropout
162.3,1,0,36,1,3,11.333333333333334,5,11.4,Dropout
137.8,1,0,18,1,7,13.0,7,13.0,Graduate
119.5,0,0,19,1,0,0.0,0,0.0,Dropout
110.0,1,0,24,1,2,12.5,3,12.333333333333334,Dropout
105.0,1,0,20,1,5,11.0,5,12.166666666666666,Graduate
142.8,1,0,21,1,0,0.0,0,0.0,Dropout
128.2,1,0,32,1,0,0.0,0,0.0,Dropout
120.0,1,0,39,1,0,0.0,1,10.0,Dropout
130.0,0,0,33,1,0,0.0,0,0.0,Dropout
121.7,1,1,20,1,5,12.4,4,10.75,Graduate
116.0,1,0,19,1,6,15.5,6,14.1,Graduate
133.2,0,0,43,1,2,11.5,3,10.8,Dropout
116.7,1,0,49,1,4,13.333333333333334,4,11.6,Dropout
126.4,1,1,18,1,6,12.666666666666666,6,13.5,Graduate
140.0,1,0,27,1,0,0.0,0,0.0,Enrolled
120.3,1,1,19,1,5,12.6,5,13.6,Dropout
118.0,1,1,45,1,6,13.5,0,0.0,Dropout
149.5,0,0,19,1,6,13.0,6,13.0,Graduate
130.0,1,1,21,1,6,11.714285714285714,4,11.75,Graduate
126.3,1,1,18,1,6,12.166666666666666,5,13.0,Graduate
116.2,1,0,18,1,0,0.0,0,0.0,Dropout
126.0,0,0,29,1,0,0.0,0,0.0,Dropout
122.3,1,0,19,1,5,11.5,5,11.6,Graduate
119.5,1,1,18,1,4,11.25,4,12.25,Enrolled
131.8,1,1,22,1,7,12.285714285714286,8,12.375,Graduate
130.7,1,1,18,1,7,12.718571428571428,8,12.805555555555555,Dropout
140.0,1,0,20,1,5,12.4,2,15.0,Enrolled
129.5,1,0,20,1,0,0.0,0,0.0,Dropout
130.0,1,1,29,1,1,14.0,0,0.0,Dropout
114.0,1,0,29,1,3,11.666666666666666,4,11.25,Dropout
121.0,1,0,23,1,1,13.0,4,11.25,Enrolled
116.4,1,0,19,1,0,0.0,0,0.0,Dropout
121.7,1,0,18,1,0,0.0,1,12.0,Dropout
130.0,1,0,22,1,4,11.5,2,12.5,Dropout
120.0,1,0,34,1,7,11.714285714285714,6,11.5,Dropout
125.0,1,0,26,1,5,12.6,5,13.714285714285714,Graduate
134.1,1,0,24,1,13,11.642857142857142,12,11.25,Dropout
149.5,1,1,17,1,6,14.875,6,13.428571428571429,Graduate
113.2,1,0,21,1,2,10.0,3,10.333333333333334,Enrolled
146.0,1,0,34,1,5,14.2,5,14.6,Enrolled
140.0,1,0,19,1,6,12.714285714285714,6,13.5,Graduate
162.4,0,0,49,1,5,11.6,5,11.2,Dropout
136.6,1,0,23,1,5,11.94,6,12.2,Dropout
111.0,1,0,18,1,4,11.6,3,14.2,Dropout
115.7,1,0,20,1,5,12.7,7,13.475,Enrolled
105.7,1,0,19,1,6,13.333333333333334,5,13.8,Graduate
128.2,1,0,24,1,8,13.333333333333334,9,13.11111111111111,Enrolled
137.0,1,0,18,1,5,13.4,5,15.0,Graduate
120.0,0,0,45,1,0,0.0,0,0.0,Dropout
120.5,1,0,30,1,2,11.0,0,0.0,Dropout
118.1,1,0,28,1,13,12.0,9,11.333333333333334,Dropout
139.0,1,0,40,1,0,0.0,0,0.0,Dropout
116.3,0,0,32,1,0,0.0,0,0.0,Dropout
120.5,1,0,19,1,4,12.5,4,10.25,Dropout
134.9,1,0,20,1,6,13.666666666666666,6,12.166666666666666,Graduate
123.0,1,0,18,1,1,10.0,0,0.0,Dropout
122.9,0,0,20,1,6,11.5,2,13.0,Dropout
140.0,1,0,39,1,4,12.25,4,12.75,Enrolled
122.5,0,0,19,1,5,13.6,5,13.666666666666666,Enrolled
121.5,1,0,38,1,2,10.5,3,11.333333333333334,Enrolled
132.3,1,1,18,1,6,13.266666666666666,6,13.266666666666666,Graduate
131.5,1,1,18,1,7,12.5125,8,14.1875,Graduate
128.2,1,0,28,1,0,0.0,0,0.0,Dropout
148.0,0,0,31,1,0,0.0,0,0.0,Dropout
121.5,1,0,23,1,6,13.483333333333334,6,13.483333333333334,Graduate
135.4,1,0,21,1,6,12.565,5,12.16,Enrolled
139.0,0,0,33,1,0,0.0,0,0.0,Dropout
113.4,1,0,22,1,3,13.0,3,11.666666666666666,Dropout
150.0,1,0,20,1,5,16.5,5,17.714285714285715,Dropout
122.0,1,0,19,1,6,13.166666666666666,5,13.2,Enrolled
150.0,1,0,20,1,6,13.8,6,13.142857142857142,Graduate
119.3,1,0,25,1,6,11.166666666666666,4,11.8,Enrolled
140.0,0,0,25,1,0,0.0,0,0.0,Dropout
125.0,1,0,19,1,6,12.666666666666666,6,12.142857142857142,Enrolled
140.7,1,0,20,1,5,12.6,4,14.5,Graduate
100.0,1,0,33,1,5,13.06,0,0.0,Enrolled
146.7,1,0,19,1,6,13.833333333333334,6,13.625,Graduate
96.0,1,0,31,1,0,0.0,0,0.0,Dropout
160.0,0,0,24,1,2,16.0,2,16.0,Dropout
130.0,0,0,23,1,0,0.0,0,0.0,Dropout
130.0,0,1,26,1,3,10.666666666666666,3,10.666666666666666,Dropout
140.0,1,0,38,1,18,14.5,18,14.5,Graduate
116.6,1,1,20,1,5,14.0,5,13.8,Graduate
120.5,1,0,20,1,3,13.333333333333334,5,13.571428571428571,Graduate
103.0,1,0,25,1,0,0.0,0,0.0,Dropout
111.9,1,0,19,1,5,12.0,4,11.2,Graduate
148.7,1,0,18,1,5,16.2,5,16.0,Graduate
120.0,1,0,28,1,7,10.285714285714286,5,10.6,Dropout
125.7,1,0,18,1,0,0.0,0,0.0,Enrolled
120.1,1,1,20,1,6,13.571428571428571,6,13.166666666666666,Graduate
127.8,1,0,18,1,6,14.285714285714286,6,14.857142857142858,Graduate
106.4,1,0,19,1,5,10.2,4,10.5,Graduate
100.0,1,0,24,1,2,10.25,2,10.25,Dropout
123.9,1,0,21,1,0,0.0,0,0.0,Dropout
139.5,1,1,20,1,6,14.833333333333334,6,14.833333333333334,Graduate
150.0,1,0,21,1,5,13.625,5,12.6,Graduate
139.8,1,0,24,1,7,12.271428571428572,7,13.657142857142857,Graduate
154.4,1,0,27,1,0,0.0,0,0.0,Dropout
115.5,0,0,19,1,4,12.5,5,10.5,Enrolled
119.0,1,0,39,1,9,13.22222222222222,7,13.142857142857142,Graduate
96.1,1,0,25,1,2,15.0,2,11.5,Dropout
130.0,0,0,18,1,0,0.0,0,0.0,Dropout
128.8,1,0,19,1,12,13.166666666666666,12,13.0,Graduate
126.8,1,1,21,1,5,13.833333333333334,4,14.0,Graduate
130.0,1,0,27,1,0,0.0,0,0.0,Dropout
116.7,1,0,19,1,0,0.0,0,0.0,Enrolled
125.5,1,0,18,1,7,13.154285714285717,7,13.154285714285717,Enrolled
110.0,1,0,27,1,9,12.333333333333334,6,13.166666666666666,Dropout
133.7,1,0,18,1,6,13.0,5,11.8,Dropout
117.6,1,0,19,1,2,11.5,5,11.4,Enrolled
140.0,1,0,19,1,3,13.25,1,12.0,Dropout
150.0,1,0,22,1,3,13.333333333333334,3,12.75,Enrolled
133.7,1,0,18,0,6,13.5,6,12.166666666666666,Graduate
137.0,1,1,18,0,6,12.666666666666666,5,12.8,Graduate
128.2,1,0,23,0,11,15.090909090909092,6,14.5,Dropout
129.2,0,0,20,1,0,0.0,0,0.0,Dropout
129.5,1,0,18,1,6,13.166666666666666,6,12.666666666666666,Graduate
129.6,1,0,18,1,6,12.833333333333334,6,12.833333333333334,Graduate
121.7,1,0,18,1,5,11.8,3,12.0,Enrolled
141.8,1,0,20,1,6,11.833333333333334,6,12.166666666666666,Graduate
129.8,1,0,20,1,5,12.8,3,12.75,Graduate
106.0,1,0,21,1,5,11.8,5,11.0,Dropout
121.6,1,0,22,1,0,0.0,0,0.0,Enrolled
121.5,1,0,20,1,5,15.8,5,14.571428571428571,Dropout
117.0,1,0,19,1,0,0.0,0,0.0,Enrolled
130.0,1,0,19,1,2,12.5,3,11.6,Enrolled
117.7,1,0,20,1,6,14.666666666666666,6,13.857142857142858,Graduate
140.0,1,0,19,1,4,12.5,2,12.0,Dropout
133.1,1,0,19,1,3,12.0,2,10.5,Dropout
100.0,1,0,24,1,7,13.142857142857142,6,11.833333333333334,Enrolled
119.1,1,0,18,1,3,12.666666666666666,4,11.142857142857142,Dropout
129.8,0,1,18,1,5,15.0,5,14.2,Enrolled
131.3,1,0,18,0,5,13.6,5,11.8,Dropout
136.7,1,0,18,0,6,12.5,6,13.833333333333334,Graduate
126.2,1,1,21,0,6,13.333333333333334,6,13.5,Graduate
109.6,1,0,18,0,4,12.25,5,11.0,Dropout
131.9,1,1,18,0,7,15.101428571428572,8,16.09375,Graduate
140.7,1,1,18,0,6,13.166666666666666,6,16.0,Graduate
120.7,1,0,23,0,4,11.0,0,0.0,Dropout
113.8,1,0,21,0,3,11.666666666666666,4,11.75,Graduate
121.0,1,0,20,0,1,10.0,1,13.0,Enrolled
112.4,1,0,26,0,7,11.571428571428571,2,11.0,Dropout
131.0,1,1,18,0,6,12.166666666666666,5,11.2,Enrolled
142.7,1,0,18,0,0,0.0,0,0.0,Dropout
125.5,0,1,19,0,6,13.833333333333334,6,14.285714285714286,Graduate
107.8,1,1,20,0,6,12.357142857142858,7,13.0,Graduate
110.4,0,0,19,0,6,12.166666666666666,2,10.333333333333334,Dropout
136.1,1,0,21,0,3,12.0,2,12.5,Enrolled
138.3,1,0,33,0,9,12.416666666666666,7,13.0,Graduate
142.3,1,0,18,0,4,12.75,4,12.75,Graduate
145.0,1,0,21,0,18,14.933333333333334,18,14.933333333333334,Graduate
125.7,1,0,19,0,6,13.0,6,11.666666666666666,Graduate
108.0,0,0,33,0,7,12.857142857142858,6,12.666666666666666,Enrolled
128.7,1,0,18,0,7,14.455000000000002,8,13.91,Graduate
128.0,1,1,18,0,6,14.0,6,13.285714285714286,Graduate
146.5,1,1,20,0,6,13.5,6,12.666666666666666,Graduate
106.1,0,0,20,0,0,0.0,0,0.0,Dropout
118.0,1,1,20,0,6,11.666666666666666,5,14.0,Graduate
117.0,1,1,19,0,4,12.0,5,13.333333333333334,Graduate
115.4,1,1,19,0,6,11.714285714285714,6,11.833333333333334,Graduate
117.0,1,0,21,0,6,12.666666666666666,6,12.428571428571429,Graduate
144.9,1,0,26,0,3,11.75,4,12.8,Enrolled
127.0,1,0,21,0,0,0.0,0,0.0,Dropout
118.0,1,0,18,0,7,12.328571428571427,7,12.328571428571427,Graduate
118.0,1,0,27,0,6,11.666666666666666,1,10.0,Dropout
126.4,1,1,20,0,12,13.25,11,12.727272727272728,Graduate
110.0,1,0,21,0,5,11.833333333333334,4,13.25,Enrolled
124.4,1,1,18,0,7,13.3,8,15.125,Graduate
140.0,1,0,20,0,6,12.555555555555555,5,11.8,Enrolled
129.4,1,0,18,0,6,12.833333333333334,6,12.166666666666666,Graduate
141.7,1,1,20,0,6,12.833333333333334,6,12.833333333333334,Graduate
132.1,1,1,19,0,3,12.666666666666666,3,13.0,Graduate
116.8,1,0,20,0,6,13.271428571428572,7,14.471428571428572,Graduate
135.0,1,1,20,0,5,12.4,5,12.833333333333334,Graduate
150.0,1,0,20,0,2,14.5,4,11.25,Enrolled
116.0,1,0,19,0,0,0.0,0,0.0,Dropout
155.0,1,0,18,0,6,14.285714285714286,6,13.25,Graduate
127.0,1,0,18,0,3,12.333333333333334,5,12.6,Graduate
130.8,1,1,19,0,6,12.583333333333334,7,12.671428571428573,Graduate
121.8,1,0,19,0,6,13.731666666666667,7,13.771428571428572,Dropout
140.0,1,0,43,1,6,12.875,5,12.142857142857142,Enrolled
148.5,1,0,47,1,8,14.625,5,13.4,Dropout
109.8,0,0,23,1,0,0.0,0,0.0,Dropout
119.7,1,1,19,0,6,12.666666666666666,6,12.666666666666666,Graduate
122.0,1,0,20,0,6,12.491666666666667,6,12.491666666666667,Graduate
147.5,1,1,19,0,12,13.666666666666666,11,14.166666666666666,Graduate
150.8,1,0,19,0,6,16.0,6,14.5,Graduate
150.0,1,0,19,0,6,14.142857142857142,6,13.0,Graduate
131.5,1,1,39,0,6,11.833333333333334,4,13.75,Graduate
127.2,1,1,20,0,6,12.666666666666666,6,13.0,Graduate
111.0,1,0,21,0,6,12.5,6,12.666666666666666,Graduate
119.9,0,0,22,0,9,10.88888888888889,4,11.25,Graduate
133.7,1,0,19,0,1,13.0,0,0.0,Dropout
140.0,1,0,22,0,6,15.166666666666666,6,16.0,Graduate
113.9,1,1,19,0,6,12.666666666666666,6,12.0,Graduate
120.7,1,0,18,1,0,0.0,0,0.0,Dropout
119.8,1,0,26,1,5,12.0,5,10.2,Enrolled
121.8,0,0,36,1,0,0.0,0,0.0,Dropout
117.7,1,1,20,1,0,0.0,0,0.0,Graduate
110.0,1,0,30,1,2,11.0,4,11.5,Dropout
134.4,1,0,24,1,6,15.714285714285714,6,15.9,Dropout
125.3,1,0,26,1,11,10.818181818181818,11,11.636363636363637,Dropout
119.1,0,0,19,1,1,12.0,0,0.0,Dropout
146.0,1,0,34,1,5,12.6,4,11.25,Graduate
130.0,1,0,33,1,1,13.0,3,14.0,Enrolled
122.0,1,0,19,1,5,11.6,4,10.75,Graduate
118.1,0,0,26,1,1,10.0,1,11.0,Dropout
105.2,1,0,29,1,1,14.0,0,0.0,Dropout
123.3,1,1,19,1,5,12.6,2,12.5,Dropout
124.8,1,0,18,1,0,0.0,0,0.0,Dropout
149.4,0,0,29,1,2,11.333333333333334,1,12.0,Dropout
108.5,1,0,21,1,6,12.666666666666666,5,11.4,Graduate
125.0,1,0,19,1,5,10.8,2,10.5,Enrolled
101.0,1,0,20,1,5,12.87857142857143,7,11.85625,Graduate
112.9,1,0,18,1,0,0.0,0,0.0,Dropout
120.2,1,0,18,1,6,12.833333333333334,5,11.4,Enrolled
111.6,1,1,21,1,5,12.6,3,12.833333333333334,Enrolled
134.1,1,0,20,1,0,0.0,0,0.0,Dropout
101.6,1,1,30,1,0,0.0,0,0.0,Dropout
111.9,1,0,19,1,6,14.166666666666666,6,14.0,Graduate
118.4,1,0,30,1,5,13.4,4,13.25,Dropout
127.1,1,1,22,1,5,11.2,4,11.25,Graduate
120.5,1,0,22,1,0,0.0,0,0.0,Graduate
136.1,0,0,19,1,6,12.666666666666666,5,11.8,Dropout
124.0,1,0,21,1,3,12.333333333333334,4,11.25,Dropout
141.6,1,0,21,1,4,12.25,5,12.0,Graduate
160.0,1,1,21,1,0,0.0,0,0.0,Dropout
110.0,1,0,27,1,3,10.75,3,10.333333333333334,Dropout
100.0,1,0,32,1,0,0.0,0,0.0,Dropout
120.0,0,0,40,1,0,0.0,0,0.0,Dropout
124.8,1,0,20,1,2,14.333333333333334,2,12.5,Enrolled
140.0,1,0,20,1,2,11.5,2,11.5,Dropout
124.3,1,0,18,1,0,0.0,0,0.0,Graduate
118.9,1,0,21,1,2,10.5,0,0.0,Dropout
130.2,1,0,18,1,6,13.5,0,0.0,Dropout
120.0,1,0,19,1,1,11.0,0,0.0,Enrolled
140.0,0,0,30,1,1,10.0,0,0.0,Dropout
130.0,1,0,29,1,0,0.0,0,0.0,Dropout
130.4,1,0,18,1,1,12.0,3,10.666666666666666,Dropout
116.1,1,1,18,1,4,12.25,5,12.2,Dropout
130.0,1,0,22,1,5,11.4,6,11.666666666666666,Dropout
124.3,0,0,27,1,0,0.0,0,0.0,Dropout
125.0,1,0,20,1,4,14.25,5,14.0,Graduate
110.0,1,0,42,1,11,14.454545454545457,10,14.2,Graduate
115.0,1,0,21,1,12,14.538461538461538,12,14.461538461538462,Graduate
129.6,1,0,23,1,6,12.733333333333334,7,11.95,Graduate
128.8,1,0,21,1,5,13.2,4,13.5,Dropout
144.2,1,0,19,1,0,0.0,0,0.0,Graduate
134.0,1,1,40,1,6,12.333333333333334,4,12.75,Dropout
112.0,1,0,22,1,5,11.2,7,11.25,Dropout
128.8,1,0,19,1,6,13.2,6,13.2,Graduate
134.0,1,1,24,1,5,11.833333333333334,4,14.0,Enrolled
125.0,1,0,21,1,5,11.333333333333334,2,11.5,Enrolled
123.2,1,0,18,1,5,13.6,5,14.6,Graduate
118.4,1,0,18,1,0,0.0,2,11.5,Dropout
116.2,1,0,24,1,5,12.857142857142858,5,13.666666666666666,Dropout
123.0,1,1,28,1,3,14.333333333333334,5,12.428571428571429,Enrolled
113.5,1,1,19,0,5,13.5,6,14.0,Graduate
125.0,1,0,28,0,6,14.428571428571429,4,15.6,Enrolled
