age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,scholarship,stress_index,cgpa,parental_education,dropout
17.7,Male,52660.0,Yes,4.67,83.0,2,17.7,Yes,5.3,2.38,Bachelor,0
22.8,Male,25000.0,Yes,3.91,97.3,3,14.7,Yes,5.0,3.34,Master,0
19.8,Male,35038.0,Yes,4.8,92.3,1,36.0,No,5.8,3.25,High School,0
21.0,Male,25000.0,Yes,2.88,80.6,4,26.6,No,9.5,1.44,High School,1
20.8,Male,32203.0,Yes,4.54,83.4,2,12.4,No,8.2,2.65,Bachelor,0
18.2,Male,42727.0,Yes,3.97,71.1,0,37.0,No,4.7,1.03,Master,0
18.5,Female,25000.0,Yes,2.51,61.0,2,41.2,Yes,6.0,1.68,High School,0
23.1,Female,25000.0,No,4.32,78.8,3,15.9,Yes,7.2,1.56,High School,0
21.9,Male,,Yes,,75.0,2,30.0,No,,1.89,High School,0
23.3,Female,34213.0,Yes,5.05,83.4,1,48.2,No,3.5,3.09,Master,0
21.7,Male,25156.0,No,4.17,76.0,3,19.1,No,7.5,3.11,Bachelor,0
21.3,Male,25000.0,Yes,4.27,89.3,4,50.5,Yes,6.4,3.43,Bachelor,0
17.2,Male,28785.0,Yes,4.19,96.3,1,26.1,No,6.1,3.04,High School,0
20.4,Male,25000.0,Yes,4.17,70.1,0,29.2,No,7.5,0.99,High School,1
20.9,Female,25859.0,Yes,5.48,81.6,1,13.3,No,3.4,3.92,Master,0
25.3,Male,,Yes,,77.7,0,13.7,Yes,,3.16,Master,0
22.5,Male,27431.0,Yes,2.78,82.4,1,22.1,No,10.0,0.39,,0
24.4,Female,25000.0,Yes,3.84,78.4,5,40.6,Yes,6.5,2.02,Bachelor,0
22.3,Female,25000.0,Yes,2.17,100.0,1,58.1,No,6.6,2.28,Bachelor,0
19.4,Male,25000.0,Yes,5.94,81.0,2,61.3,No,5.7,3.96,Master,0
21.3,Male,51974.0,Yes,3.09,84.4,0,28.5,No,2.2,4.0,Bachelor,0
21.5,Male,63378.0,No,3.01,83.3,0,25.7,No,4.0,3.84,High School,0
18.9,Male,128489.0,Yes,6.37,72.0,1,18.2,Yes,7.1,2.51,Bachelor,0
20.2,Male,82042.0,Yes,3.23,83.6,0,43.4,No,4.5,2.66,Master,0
20.5,Male,25000.0,Yes,2.77,70.2,5,21.3,No,5.2,3.16,Master,0
24.5,Female,25000.0,Yes,4.86,96.4,1,27.2,No,6.0,3.52,PhD,0
17.0,Female,29329.0,Yes,3.99,89.2,2,36.0,Yes,3.7,3.1,Bachelor,0
23.7,Female,28245.0,Yes,2.84,77.4,1,35.4,No,3.2,2.17,High School,0
18.9,Male,30999.0,Yes,4.44,80.7,2,22.7,No,5.5,2.25,Bachelor,1
18.0,Male,126065.0,Yes,4.82,90.2,1,28.9,Yes,4.8,3.22,Bachelor,0
23.6,Male,25000.0,Yes,5.12,84.2,1,23.0,No,5.9,1.88,Master,0
22.6,Female,25000.0,Yes,4.33,68.8,1,20.0,No,2.9,1.91,Master,0
23.8,Male,79722.0,No,5.15,83.3,0,17.7,No,4.5,3.37,Master,0
22.8,Female,25000.0,Yes,5.1,90.7,3,12.3,No,6.7,2.15,Master,1
25.5,Female,37652.0,No,3.4,63.3,0,34.3,No,10.0,1.5,Bachelor,1
22.2,Female,55315.0,Yes,6.22,83.1,4,27.1,Yes,5.7,2.59,Master,0
20.7,Female,39811.0,Yes,4.85,75.3,0,16.4,No,6.7,1.47,High School,0
21.8,Female,33358.0,No,5.81,92.1,0,15.3,No,6.4,3.32,High School,0
23.7,Female,52217.0,Yes,3.82,78.4,4,15.1,Yes,6.0,2.11,Master,0
19.3,Female,25000.0,Yes,5.1,77.6,3,22.7,Yes,6.7,2.06,High School,1
19.6,Male,25000.0,Yes,4.35,88.6,0,43.5,Yes,3.8,4.0,Bachelor,0
20.3,Male,41002.0,Yes,5.26,74.8,2,21.8,No,4.9,1.61,Bachelor,1
17.0,Female,25000.0,Yes,3.46,82.7,1,36.7,Yes,5.9,1.91,Bachelor,1
21.3,Female,69560.0,Yes,3.28,84.2,2,48.7,No,3.8,3.67,Bachelor,0
17.0,Male,35669.0,No,5.6,80.4,3,32.0,No,6.3,0.31,Master,1
21.1,Male,32592.0,Yes,4.32,71.6,0,20.8,No,2.1,3.71,Bachelor,0
22.9,Female,25000.0,Yes,5.28,75.0,1,28.9,No,7.0,0.79,High School,1
20.0,Female,25000.0,Yes,2.17,81.0,3,29.5,Yes,5.2,0.93,High School,0
24.7,Male,25000.0,Yes,2.95,66.8,4,50.7,Yes,6.7,0.31,Master,1
17.8,Female,48265.0,No,3.32,82.7,2,9.2,No,7.3,1.71,High School,0
23.6,Female,,Yes,,79.9,0,43.4,No,,2.83,Bachelor,0
22.5,Female,47716.0,Yes,5.64,86.6,2,9.1,No,6.0,2.11,High School,1
17.2,Male,25000.0,Yes,4.11,87.2,3,39.7,Yes,2.4,2.91,Bachelor,0
27.0,Male,26002.0,Yes,4.63,73.0,2,25.1,Yes,2.3,3.33,Bachelor,0
20.9,Male,34619.0,Yes,4.22,77.8,3,51.9,No,3.2,1.87,High School,0
19.1,Male,34947.0,Yes,2.7,74.6,1,38.1,Yes,6.8,1.05,High School,1
17.9,Male,25000.0,Yes,4.08,77.8,0,36.9,Yes,3.0,3.58,Bachelor,0
20.5,Female,43258.0,Yes,2.83,80.0,0,18.7,Yes,5.1,1.98,High School,0
20.7,Male,25000.0,Yes,3.5,91.0,0,51.7,No,4.7,2.44,Bachelor,0
21.2,Female,25000.0,Yes,3.71,77.2,0,63.8,No,6.1,0.93,Bachelor,1
20.3,Female,32605.0,Yes,6.15,89.1,1,54.1,Yes,6.8,2.87,Master,0
22.4,Male,25000.0,Yes,4.21,84.1,1,18.0,No,5.7,2.86,,0
20.1,Female,25000.0,Yes,3.47,93.1,2,27.7,No,6.9,2.71,High School,0
17.0,Female,46855.0,Yes,4.8,79.2,1,15.7,No,3.5,3.91,Master,0
20.7,Female,25000.0,Yes,3.14,75.5,3,22.7,No,7.3,2.94,PhD,0
17.0,Male,28552.0,Yes,7.45,83.2,2,33.4,No,5.7,3.92,Master,0
21.8,Female,32592.0,Yes,4.56,69.1,2,38.8,No,6.9,0.0,High School,1
18.8,Male,30088.0,Yes,0.79,83.3,2,36.4,No,4.6,1.0,High School,1
21.4,Female,59958.0,Yes,2.95,86.5,2,9.4,No,1.8,3.33,High School,0
23.9,Male,28797.0,Yes,6.34,90.8,2,29.6,No,6.7,3.55,High School,0
18.9,Female,38425.0,Yes,4.19,85.2,2,36.2,No,5.2,4.0,Bachelor,1
23.3,Male,28752.0,Yes,3.39,80.9,0,41.4,No,7.7,2.3,Master,1
20.0,Male,42949.0,Yes,4.53,97.5,5,35.1,Yes,6.3,3.44,Bachelor,0
24.9,Female,68603.0,Yes,1.93,81.9,0,35.9,No,10.0,0.0,Bachelor,1
20.2,Female,32290.0,Yes,2.74,73.5,0,27.1,No,7.8,1.73,High School,0
19.2,Male,47530.0,Yes,2.17,81.7,0,33.3,No,5.1,2.7,High School,0
22.5,Male,71196.0,Yes,3.52,71.2,0,61.0,No,2.6,3.91,,0
20.0,Female,67125.0,Yes,6.09,72.1,1,44.5,Yes,3.9,3.71,Bachelor,0
19.1,Female,25000.0,Yes,4.78,83.9,3,34.4,No,3.8,2.08,Master,0
19.9,Male,55374.0,Yes,4.62,71.4,2,38.7,Yes,4.6,2.57,,0
20.9,Female,34519.0,No,3.14,77.1,4,30.9,Yes,5.3,3.69,Bachelor,1
24.0,Male,58124.0,Yes,5.01,72.7,1,30.9,No,6.1,0.13,High School,1
17.0,Male,41822.0,Yes,2.99,83.1,1,41.4,Yes,8.0,0.01,Master,1
21.1,Female,35081.0,Yes,3.73,76.3,0,22.8,No,3.9,0.07,Bachelor,1
22.4,Female,38576.0,Yes,4.98,86.3,1,28.4,No,3.0,3.38,Bachelor,0
21.4,Female,34653.0,Yes,3.89,85.6,3,13.6,Yes,7.0,0.85,PhD,0
23.9,Male,35476.0,Yes,5.19,71.6,0,39.3,Yes,7.9,2.3,High School,0
20.8,Female,27030.0,Yes,3.74,89.4,1,42.8,No,4.6,2.81,High School,0
20.6,Male,25565.0,Yes,5.77,80.6,4,37.2,Yes,7.4,1.97,Bachelor,0
22.3,Female,85640.0,Yes,4.54,72.2,2,27.2,No,6.9,2.13,High School,1
21.2,Male,39597.0,Yes,2.85,85.0,1,29.5,Yes,2.4,3.04,Bachelor,0
20.1,Male,25000.0,Yes,3.29,96.1,3,31.8,No,4.4,2.32,Bachelor,0
22.1,Female,25174.0,Yes,3.71,80.4,2,43.1,Yes,4.6,1.39,Bachelor,0
19.6,Male,56036.0,Yes,5.24,68.8,0,42.4,No,9.1,0.45,Bachelor,1
19.7,Female,25000.0,Yes,6.39,89.4,1,12.8,No,6.4,1.97,Bachelor,0
19.8,Female,25000.0,Yes,2.07,94.6,5,19.5,No,4.6,1.98,High School,0
24.0,Male,25000.0,Yes,3.5,73.4,3,35.2,No,4.2,3.75,Master,0
17.0,Female,25000.0,Yes,5.59,75.6,2,13.9,Yes,2.7,3.55,High School,0
21.9,Male,25000.0,Yes,3.93,82.3,3,41.0,Yes,7.4,2.61,High School,0
21.1,Male,25000.0,Yes,3.8,66.5,1,26.7,No,6.2,0.71,Bachelor,1
17.3,Female,68264.0,Yes,4.75,98.7,2,38.5,No,6.6,3.1,High School,0
21.7,Female,28920.0,Yes,2.25,81.6,1,30.4,No,3.2,0.08,Bachelor,0
22.0,Male,25000.0,Yes,4.79,82.3,3,28.8,No,6.8,3.97,Bachelor,0
22.3,Female,,Yes,,84.9,4,17.0,No,,2.42,Bachelor,0
17.0,Male,27286.0,Yes,4.26,79.9,6,23.4,No,4.2,2.28,Bachelor,0
24.0,Female,25000.0,Yes,5.4,77.9,3,28.6,No,6.4,1.77,High School,1
19.4,Female,25000.0,Yes,3.91,74.5,2,28.2,No,3.3,2.95,Bachelor,0
22.5,Male,102611.0,No,4.05,72.6,0,38.7,No,5.8,1.52,High School,1
22.6,Female,44280.0,Yes,4.23,85.3,2,22.3,Yes,5.0,0.94,Bachelor,0
19.1,Male,26216.0,Yes,1.34,92.8,1,29.6,Yes,7.4,3.55,High School,0
22.5,Male,45201.0,Yes,5.36,89.6,2,48.1,No,7.1,1.72,Bachelor,0
20.2,Female,25000.0,Yes,4.77,79.7,3,39.9,No,5.7,2.35,Master,0
17.0,Female,,No,,80.5,1,31.3,Yes,,3.49,Bachelor,0
23.6,Male,82659.0,No,4.44,94.9,2,12.5,No,6.6,2.97,Bachelor,0
19.3,Female,25000.0,Yes,5.77,75.6,1,13.5,No,5.5,3.21,Bachelor,0
19.1,Male,25000.0,Yes,4.28,68.7,3,37.6,Yes,4.0,2.37,Bachelor,0
20.1,Male,35725.0,Yes,3.72,84.0,4,38.9,No,4.6,4.0,Bachelor,0
21.6,Female,25000.0,Yes,1.75,88.8,0,6.7,No,3.3,2.63,High School,0
20.9,Female,43930.0,No,2.35,62.1,1,38.4,Yes,7.2,0.79,High School,1
22.2,Female,25000.0,Yes,3.6,85.2,1,23.3,No,6.2,1.49,Master,0
18.1,Male,44283.0,Yes,4.13,73.0,4,25.1,No,4.7,1.17,Master,0
19.4,Female,42260.0,Yes,3.23,70.7,1,40.7,No,4.2,1.26,Master,0
20.7,Female,25699.0,Yes,3.7,79.7,3,38.8,No,5.9,0.95,High School,0
25.2,Male,82983.0,Yes,2.82,72.8,0,28.8,Yes,3.0,4.0,PhD,0
20.7,Male,25000.0,Yes,5.23,67.8,2,38.3,No,3.6,3.49,Bachelor,0
23.4,Female,66791.0,Yes,3.63,82.9,1,25.6,Yes,5.5,0.52,High School,0
21.1,Male,,Yes,,81.6,0,20.5,Yes,,1.51,High School,1
19.9,Male,86037.0,Yes,3.66,68.3,0,45.1,No,6.3,3.63,Master,0
20.5,Female,33006.0,No,4.47,70.7,1,45.9,No,5.8,2.63,High School,0
20.6,Female,25000.0,Yes,4.61,85.7,3,22.3,No,3.4,3.16,Bachelor,0
22.3,Female,103371.0,Yes,4.21,86.2,0,23.6,No,3.8,2.07,High School,0
24.0,Female,25000.0,Yes,2.56,60.8,4,40.7,No,7.9,0.0,High School,1
21.8,Female,25000.0,Yes,3.56,71.9,1,21.7,Yes,4.7,1.25,Bachelor,0
23.6,Female,26533.0,Yes,1.3,81.3,0,39.6,No,5.6,3.51,Bachelor,0
18.9,Male,25000.0,No,6.14,85.4,1,17.7,Yes,6.6,2.68,Bachelor,0
20.1,Male,40769.0,Yes,0.5,85.3,5,26.6,No,4.7,0.7,High School,0
19.4,Male,25000.0,Yes,5.09,86.8,1,41.7,Yes,4.6,1.56,High School,0
21.7,Male,25022.0,Yes,4.14,76.2,2,18.4,No,2.4,3.98,Bachelor,0
20.2,Male,53139.0,Yes,1.74,83.4,2,22.9,Yes,3.3,0.54,Master,0
22.6,Male,43227.0,No,4.34,78.8,1,34.5,No,6.6,2.88,Bachelor,0
19.0,Male,30012.0,Yes,2.56,77.5,5,8.4,No,4.7,4.0,Bachelor,0
21.1,Male,32943.0,Yes,4.56,69.9,3,30.9,Yes,6.7,2.96,Bachelor,0
22.5,Female,29952.0,Yes,3.93,84.4,2,43.9,No,2.6,2.99,Master,0
17.0,Male,25000.0,Yes,4.3,68.8,4,40.4,Yes,7.0,1.41,Master,0
25.7,Female,29688.0,Yes,3.52,72.6,1,29.4,No,5.4,3.98,High School,0
20.4,Male,39915.0,No,5.73,87.5,2,30.2,No,2.9,3.08,Bachelor,1
17.0,Female,27565.0,Yes,2.68,80.7,1,47.9,No,7.5,2.3,Bachelor,0
21.3,Female,38249.0,No,3.12,90.4,3,46.4,No,3.0,0.91,Bachelor,0
21.1,Female,25000.0,Yes,3.78,79.3,2,28.9,Yes,7.4,2.67,Master,0
20.8,Female,25000.0,Yes,3.87,77.6,1,22.4,Yes,5.4,3.48,Bachelor,0
23.2,Female,25000.0,Yes,2.53,91.2,1,40.3,No,3.9,1.79,Bachelor,0
22.6,Male,25000.0,Yes,1.41,78.8,2,43.6,No,8.8,1.03,High School,0
21.7,Female,64364.0,Yes,4.46,84.2,2,46.5,No,6.2,2.43,Bachelor,1
22.0,Female,45964.0,Yes,4.43,80.7,3,37.0,No,7.7,2.15,Bachelor,0
20.8,Female,25000.0,Yes,6.21,83.0,0,25.7,No,6.3,4.0,High School,0
24.9,Male,38658.0,Yes,5.63,80.2,3,10.0,No,5.1,2.01,Bachelor,1
17.7,Female,25000.0,Yes,4.09,89.0,3,53.3,No,3.9,3.35,Bachelor,0
21.3,Female,25000.0,Yes,3.12,82.5,1,49.2,Yes,5.2,1.92,Bachelor,0
21.1,Female,,Yes,,79.3,0,20.8,Yes,,1.17,High School,1
22.8,Female,53271.0,Yes,2.9,84.0,0,32.3,No,7.0,0.56,Master,1
19.1,Male,,Yes,,69.6,3,27.4,No,,1.02,High School,0
17.2,Male,,Yes,,90.1,3,30.8,No,,2.81,High School,0
21.3,Male,,No,,69.9,3,25.2,Yes,,2.66,High School,0
21.6,Male,47359.0,Yes,2.61,76.7,1,38.3,Yes,5.8,0.0,Bachelor,1
24.3,Male,25000.0,Yes,2.71,78.4,3,16.4,Yes,2.0,1.48,Bachelor,0
18.2,Male,27428.0,No,1.52,84.0,2,25.3,No,5.6,0.83,Bachelor,1
23.5,Male,27989.0,Yes,3.48,95.0,2,40.5,Yes,5.3,3.33,Bachelor,0
26.2,Male,35651.0,Yes,4.57,90.3,1,6.3,No,5.3,1.53,Master,0
20.2,Male,29966.0,Yes,3.22,70.2,3,33.7,No,2.6,1.83,High School,0
18.2,Female,28971.0,Yes,2.84,74.9,3,23.4,No,6.0,1.67,High School,1
20.1,Female,25000.0,Yes,2.12,70.8,1,49.4,No,4.5,2.69,High School,1
21.0,Female,25000.0,Yes,4.36,71.6,1,33.9,No,5.3,0.91,High School,1
22.2,Male,25000.0,Yes,4.9,77.3,2,20.6,No,7.2,1.94,Master,0
19.7,Female,,Yes,,77.5,3,47.4,No,,3.44,PhD,0
24.4,Female,25000.0,Yes,4.9,80.0,4,30.3,No,5.3,3.75,Master,0
18.5,Female,25000.0,Yes,2.42,81.1,2,31.6,No,5.1,0.53,High School,0
17.2,Female,25000.0,Yes,3.18,83.8,2,40.6,No,5.2,2.98,Bachelor,0
23.4,Female,25000.0,Yes,3.74,74.5,3,22.7,Yes,4.7,2.68,High School,0
17.0,Female,25000.0,No,5.66,81.4,2,47.4,No,4.8,0.83,High School,0
20.6,Male,50657.0,Yes,5.65,84.0,1,36.9,No,8.5,1.51,,0
27.9,Male,25000.0,Yes,5.03,100.0,2,22.3,No,4.7,2.26,High School,1
21.0,Female,37809.0,Yes,5.0,89.4,5,24.8,No,6.0,2.18,High School,0
18.5,Male,25000.0,No,2.97,95.2,0,14.9,Yes,5.7,1.95,High School,0
20.9,Male,43622.0,Yes,4.13,82.2,2,33.7,Yes,5.6,3.04,PhD,0
20.9,Female,25000.0,Yes,1.83,86.2,1,27.9,No,6.4,1.61,,0
21.4,Male,,No,,84.1,1,33.8,No,,3.13,Bachelor,0
22.5,Female,25302.0,Yes,3.68,67.7,1,9.6,Yes,8.0,2.09,Bachelor,0
18.7,Female,89357.0,Yes,6.65,62.3,4,23.7,No,3.8,3.29,High School,0
24.7,Male,,Yes,,58.0,4,18.2,Yes,,3.95,Bachelor,0
21.5,Male,39812.0,Yes,3.02,91.9,2,35.9,Yes,3.4,3.59,Bachelor,0
22.6,Male,27385.0,Yes,3.64,78.8,0,22.8,No,7.1,1.06,Bachelor,0
19.6,Male,35680.0,No,3.18,88.2,1,35.6,No,3.8,3.14,PhD,0
23.8,Male,,Yes,,92.4,7,23.6,No,,0.43,Bachelor,1
20.4,Male,29030.0,Yes,3.97,71.7,0,49.5,No,6.0,1.28,Master,0
21.6,Male,38738.0,Yes,2.72,93.8,2,30.6,No,5.8,2.53,Bachelor,0
18.9,Male,33689.0,Yes,3.92,72.7,1,41.0,No,7.5,1.27,Master,1
18.8,Female,25000.0,Yes,1.43,80.3,3,28.6,Yes,4.4,3.9,High School,0
22.5,Female,25000.0,Yes,4.21,73.4,2,41.1,No,8.1,2.38,Bachelor,0
20.0,Female,25000.0,Yes,3.01,83.9,2,20.7,No,4.8,1.76,High School,0
19.1,Female,48036.0,Yes,2.25,80.7,1,29.5,No,6.3,1.37,Bachelor,0
19.6,Male,29177.0,No,4.94,88.4,3,24.4,Yes,5.2,3.27,Master,0
22.5,Female,35603.0,No,1.7,90.0,3,52.4,No,6.6,1.91,,0
19.6,Male,25089.0,Yes,4.81,94.6,0,15.7,Yes,3.7,2.27,High School,0
20.7,Male,25000.0,Yes,4.61,88.0,5,54.8,No,5.7,0.98,PhD,0
21.0,Female,25766.0,Yes,2.84,88.5,3,13.5,No,5.5,0.74,PhD,0
17.0,Male,25000.0,Yes,3.64,78.4,1,38.8,No,6.3,1.93,High School,0
17.8,Male,25000.0,Yes,4.35,80.6,3,22.5,No,6.2,2.31,High School,0
21.7,Female,61291.0,Yes,4.3,84.5,3,33.1,No,4.0,3.43,PhD,0
19.4,Female,25000.0,Yes,5.19,72.1,4,27.9,No,7.9,2.23,Bachelor,0
23.3,Male,25000.0,Yes,4.95,91.0,4,20.0,Yes,5.4,3.77,High School,0
23.1,Male,78494.0,Yes,5.35,80.9,3,31.0,No,6.8,0.79,Bachelor,0
22.6,Female,48484.0,Yes,5.5,83.6,2,25.0,No,3.2,2.74,Bachelor,0
25.0,Female,25000.0,Yes,4.15,69.9,3,36.9,No,4.8,3.57,Bachelor,0
20.8,Male,38430.0,Yes,3.62,79.1,1,17.9,Yes,7.4,0.84,Bachelor,0
22.4,Female,25810.0,No,3.84,88.9,1,35.7,Yes,8.4,1.97,PhD,1
19.7,Female,25000.0,Yes,3.56,85.4,1,40.4,Yes,6.3,2.52,PhD,0
26.4,Male,39530.0,No,5.88,88.6,0,28.7,No,5.3,3.66,High School,0
25.4,Female,25000.0,Yes,3.01,79.3,2,14.1,No,3.6,2.26,Bachelor,0
21.0,Female,31110.0,Yes,5.47,83.0,0,50.8,No,6.9,2.09,High School,0
21.9,Male,54875.0,Yes,3.37,81.2,4,35.6,No,6.1,1.98,,0
24.0,Female,51366.0,Yes,5.44,87.3,1,21.3,No,1.3,3.2,High School,0
20.7,Male,25000.0,Yes,4.95,84.1,0,35.9,Yes,2.4,2.42,Bachelor,0
19.6,Female,39800.0,No,3.95,78.9,2,9.9,Yes,6.1,1.93,Bachelor,1
22.9,Female,25000.0,Yes,4.34,61.5,2,44.1,No,4.0,3.72,Bachelor,0
21.2,Male,38958.0,Yes,2.56,83.4,0,55.5,No,3.6,1.95,Bachelor,0
21.4,Female,32503.0,Yes,4.75,68.6,1,39.9,No,5.3,1.42,,0
19.2,Female,37324.0,Yes,5.23,87.5,2,18.0,Yes,6.1,3.84,Bachelor,0
17.2,Male,25000.0,No,5.74,88.7,1,6.1,No,8.1,1.56,,0
21.5,Male,103823.0,Yes,3.58,63.7,2,46.4,Yes,4.0,2.51,Bachelor,0
23.0,Male,25000.0,Yes,6.86,84.4,2,28.2,Yes,6.3,1.28,Bachelor,0
20.5,Female,53259.0,Yes,3.59,84.2,2,25.3,Yes,3.7,2.26,Master,0
24.2,Female,25000.0,Yes,3.42,85.0,3,44.0,No,4.6,3.21,Master,0
19.5,Female,40240.0,Yes,3.78,72.1,2,22.9,No,5.8,0.67,Bachelor,1
18.7,Male,42002.0,Yes,3.79,85.8,2,39.1,No,5.2,3.16,Master,0
20.9,Female,30730.0,Yes,2.14,71.9,3,30.3,No,3.0,0.69,,0
20.8,Male,25000.0,Yes,2.53,87.5,0,33.0,No,6.4,3.27,High School,0
22.7,Male,32360.0,Yes,2.41,85.5,0,49.6,Yes,6.8,0.62,,1
19.3,Male,34899.0,Yes,4.31,79.4,1,24.1,Yes,9.7,1.4,High School,0
24.0,Male,87026.0,Yes,5.95,85.4,1,23.0,No,5.9,1.04,High School,0
25.3,Female,25000.0,Yes,3.13,74.4,4,27.6,Yes,5.8,0.72,Bachelor,1
20.9,Female,25000.0,Yes,3.83,77.5,2,15.6,No,6.0,2.97,High School,0
23.7,Female,35272.0,Yes,2.95,91.3,2,41.2,Yes,3.0,2.97,Master,0
18.7,Female,25498.0,Yes,4.86,91.0,0,39.6,Yes,3.2,2.17,High School,0
23.4,Male,28000.0,No,4.35,73.2,4,29.9,No,5.4,2.05,Bachelor,0
23.3,Female,56512.0,Yes,5.2,77.0,2,18.9,No,1.4,3.21,Bachelor,0
22.9,Female,25000.0,Yes,2.69,77.6,3,5.0,No,3.5,3.27,Bachelor,0
21.0,Female,25000.0,Yes,3.95,82.5,2,20.0,No,4.6,1.54,Master,1
17.0,Male,25000.0,Yes,3.7,80.9,1,27.2,No,7.3,4.0,Bachelor,0
19.6,Male,25000.0,Yes,3.78,92.3,1,7.2,No,6.0,2.86,Bachelor,0
19.6,Female,125841.0,Yes,5.29,94.3,0,59.9,No,2.8,3.89,Bachelor,0
18.8,Male,42570.0,Yes,3.26,96.4,4,35.0,No,5.4,3.39,Bachelor,0
21.3,Female,52625.0,No,3.42,99.3,2,36.5,No,6.6,1.49,Bachelor,1
20.1,Female,28330.0,Yes,2.97,69.4,3,28.2,No,6.8,3.34,Master,0
19.2,Male,46874.0,Yes,6.8,80.5,5,38.9,No,7.4,3.02,Master,1
18.7,Male,25000.0,Yes,2.76,76.4,1,26.4,Yes,7.7,1.91,High School,0
19.4,Female,55436.0,Yes,4.77,74.8,1,28.1,Yes,6.5,0.95,Master,1
23.5,Male,25000.0,No,2.22,93.3,2,46.9,No,6.4,3.21,Bachelor,1
19.5,Female,25000.0,No,4.6,85.4,3,43.2,Yes,5.9,2.54,High School,0
19.9,Female,40259.0,Yes,2.51,69.3,2,29.9,No,7.0,2.99,High School,0
20.0,Male,35949.0,Yes,4.2,100.0,3,54.3,No,4.1,2.94,Master,0
21.7,Female,31281.0,Yes,4.4,67.5,2,29.0,No,5.1,1.56,PhD,0
22.0,Female,25000.0,Yes,3.9,79.2,0,23.9,Yes,4.2,3.99,Bachelor,0
17.0,Female,31568.0,Yes,4.92,82.7,2,31.5,No,6.3,0.35,Master,0
23.2,Female,52909.0,Yes,4.6,72.9,2,33.6,Yes,5.0,3.11,High School,0
24.2,Female,25000.0,Yes,3.11,86.4,3,15.7,No,7.3,3.54,Master,0
18.7,Male,65445.0,Yes,4.64,77.1,1,35.8,Yes,5.6,2.22,Bachelor,0
18.9,Male,25000.0,Yes,4.3,88.6,1,55.4,No,7.4,2.67,High School,0
20.0,Male,29850.0,Yes,5.24,85.2,1,41.4,No,1.7,1.2,High School,1
19.3,Male,74697.0,Yes,2.11,62.0,0,38.0,No,4.2,0.02,Bachelor,0
21.5,Female,25000.0,Yes,4.15,69.6,2,35.8,No,7.2,1.84,High School,0
17.0,Male,55960.0,Yes,4.12,88.8,3,18.0,No,5.5,2.58,Master,0
18.5,Female,97226.0,Yes,3.52,85.2,1,18.0,No,7.4,0.45,Master,1
24.4,Male,32946.0,Yes,5.38,73.8,4,32.0,No,6.0,1.71,Bachelor,1
19.0,Male,25000.0,No,3.08,76.6,2,24.9,No,3.8,1.41,High School,0
23.7,Female,25000.0,Yes,4.93,81.3,3,12.6,No,8.7,2.02,Bachelor,1
21.8,Male,65040.0,Yes,3.06,65.8,5,25.8,No,4.3,1.44,Bachelor,0
17.0,Female,63960.0,Yes,5.72,100.0,2,35.4,No,4.2,4.0,High School,0
22.4,Male,70940.0,Yes,4.53,74.2,2,37.0,No,7.0,2.8,High School,0
20.7,Female,29153.0,Yes,1.98,82.2,2,20.0,No,3.9,3.43,,0
20.0,Female,55419.0,Yes,5.48,95.4,2,29.4,No,3.2,0.92,High School,1
21.5,Female,28874.0,Yes,4.73,80.5,0,35.0,Yes,4.1,2.01,PhD,0
22.0,Male,25000.0,Yes,4.12,84.6,1,14.8,Yes,7.0,1.15,Bachelor,1
22.6,Male,58367.0,Yes,3.17,74.3,2,20.7,No,9.4,1.0,Bachelor,1
23.6,Female,79247.0,Yes,2.89,77.6,4,29.8,No,5.5,2.09,Master,0
21.9,Female,25000.0,No,4.66,74.6,3,19.1,No,4.2,3.41,Bachelor,0
18.0,Male,25000.0,No,2.0,92.2,1,26.1,No,7.7,0.02,Master,1
20.0,Male,30455.0,No,3.12,76.7,3,59.9,No,4.4,1.32,Master,1
27.5,Male,52769.0,No,4.91,76.1,1,11.9,Yes,4.7,1.1,Bachelor,0
22.6,Male,25000.0,Yes,2.17,75.1,1,47.1,Yes,6.2,0.42,Bachelor,0
26.2,Female,34071.0,Yes,2.23,85.1,5,34.1,No,7.6,1.01,Bachelor,1
24.1,Male,25000.0,Yes,4.68,86.7,2,15.3,No,5.6,3.1,Master,0
21.5,Male,45274.0,Yes,3.65,66.0,2,38.1,Yes,4.9,0.02,Master,1
21.7,Female,25000.0,Yes,6.16,82.5,4,30.5,No,9.7,2.69,Bachelor,0
20.9,Male,47244.0,Yes,3.6,84.4,3,44.5,No,4.3,2.83,High School,0
17.2,Female,27040.0,Yes,1.98,93.2,2,37.9,No,4.5,2.14,Master,1
21.0,Female,25000.0,Yes,5.47,72.2,0,32.4,No,4.8,1.39,Master,0
23.7,Male,30891.0,Yes,2.27,73.0,0,26.3,No,6.5,1.46,Bachelor,0
19.7,Female,25000.0,No,2.69,87.1,1,44.0,Yes,4.7,3.77,Bachelor,0
21.9,Male,25000.0,No,3.56,81.5,1,25.3,Yes,7.0,3.65,Bachelor,0
22.9,Male,36404.0,Yes,4.21,93.0,3,13.2,Yes,5.4,3.14,Master,0
19.0,Male,25000.0,Yes,4.5,90.8,0,7.2,No,4.9,2.63,Bachelor,0
20.0,Male,25000.0,Yes,5.25,84.2,2,15.2,Yes,4.5,4.0,Master,0
